,reward
1527,-2468
1528,-2395
1529,-2448
1530,-2228
1531,-2390
1532,-2739
1533,-2432
1534,-2273
1535,-2342
1536,-2364
1537,-2329
1538,-2344
1539,-2702
1540,-2368
1541,-2728
1542,-2400
1543,-2360
1544,-2342
1545,-2256
1546,-2881
1547,-2544
1548,-2102
1549,-2210
1550,-2245
1551,-2305
1552,-2144
1553,-2179
1554,-2282
1555,-2349
1556,-2347
1557,-2218
1558,-2679
1559,-2532
1560,-2678
1561,-2489
1562,-2176
1563,-2308
1564,-2214
1565,-2200
1566,-2414
1567,-2225
1568,-1871
1569,-2412
1570,-2551
1571,-2242
1572,-2372
1573,-2442
1574,-2128
1575,-2163
1576,-2172
1577,-2160
1578,-2672
1579,-2366
1580,-2550
1581,-2318
1582,-2076
1583,-2272
1584,-2666
1585,-1946
1586,-2402
1587,-2250
1588,-2081
1589,-2321
1590,-2421
1591,-2670
1592,-2505
1593,-2088
1594,-2614
1595,-2929
1596,-1876
1597,-2403
1598,-2164
1599,-2235
1600,-2442
1601,-2538
1602,-2647
1603,-2050
1604,-2139
1605,-1829
1606,-2367
1607,-2490
1608,-2113
1609,-2366
1610,-2903
1611,-2614
1612,-2604
1613,-2293
1614,-2422
1615,-2307
1616,-2272
1617,-2316
1618,-2967
1619,-2149
1620,-2435
1621,-2023
1622,-2153
1623,-2460
1624,-2385
1625,-3029
1626,-2100
1627,-2791
1628,-2693
1629,-2402
1630,-2507
1631,-2494
1632,-2467
1633,-2070
1634,-2428
1635,-2275
1636,-2208
1637,-2065
1638,-2375
1639,-2170
1640,-2357
1641,-2403
1642,-2443
1643,-2539
1644,-2362
1645,-2292
1646,-1807
1647,-2168
1648,-2516
1649,-2590
1650,-2014
1651,-2459
1652,-2345
1653,-2347
1654,-2156
1655,-2591
1656,-2231
1657,-2335
1658,-2367
1659,-2567
1660,-2360
1661,-2130
1662,-1987
1663,-2489
1664,-2580
1665,-2508
1666,-2455
1667,-2829
1668,-2296
1669,-2303
1670,-2340
1671,-2117
1672,-1903
1673,-2302
1674,-1892
1675,-2583
1676,-2461
1677,-2190
1678,-2148
1679,-2137
1680,-2603
1681,-1916
1682,-2225
1683,-2194
1684,-2035
1685,-2106
1686,-2354
1687,-2194
1688,-1926
1689,-2074
1690,-2293
1691,-2289
1692,-2572
1693,-2346
1694,-2323
1695,-2345
1696,-2124
1697,-2497
1698,-2274
1699,-2635
1700,-2133
1701,-2100
1702,-2301
1703,-2560
1704,-2158
1705,-2315
1706,-2295
1707,-2267
1708,-2468
1709,-2415
1710,-1893
1711,-2377
1712,-2187
1713,-2311
1714,-2328
1715,-2236
1716,-2161
1717,-2225
1718,-2217
1719,-2276
1720,-2233
1721,-2480
1722,-2375
1723,-2589
1724,-2181
1725,-2191
1726,-2068
1727,-2163
1728,-1849
1729,-2301
1730,-1999
1731,-2328
1732,-2420
1733,-2196
1734,-2082
1735,-2483
1736,-2372
1737,-2447
1738,-2174
1739,-2238
1740,-2312
1741,-2133
1742,-2137
1743,-2179
1744,-2413
1745,-2207
1746,-2188
1747,-2209
1748,-2155
1749,-2449
1750,-2134
1751,-2522
1752,-2694
1753,-2309
1754,-2149
1755,-2259
1756,-2576
1757,-2403
1758,-2299
1759,-2332
1760,-2130
1761,-2285
1762,-2136
1763,-2425
1764,-2020
1765,-2073
1766,-2479
1767,-2280
1768,-2228
1769,-2105
1770,-2154
1771,-2219
1772,-2239
1773,-2171
1774,-2312
1775,-2312
1776,-2138
1777,-2248
1778,-2371
1779,-2202
1780,-2433
1781,-1955
1782,-2360
1783,-2462
1784,-2325
1785,-2189
1786,-1940
1787,-2212
1788,-1855
1789,-2674
1790,-2327
1791,-2577
1792,-2317
1793,-2455
1794,-2209
1795,-2189
1796,-2307
1797,-2439
1798,-2505
1799,-2203
1800,-1974
1801,-2135
1802,-1965
1803,-2608
1804,-1720
1805,-2212
1806,-2298
1807,-2178
1808,-2158
1809,-1945
1810,-2308
1811,-2097
1812,-2469
1813,-2061
1814,-1809
1815,-2013
1816,-2234
1817,-1834
1818,-2056
1819,-2023
1820,-2116
1821,-1868
1822,-2130
1823,-2410
1824,-2127
1825,-2299
1826,-2336
1827,-2126
1828,-2367
1829,-2208
1830,-2566
1831,-2488
1832,-2342
1833,-2448
1834,-2737
1835,-3227
1836,-2183
1837,-2377
1838,-2107
1839,-2427
1840,-2341
1841,-2013
1842,-2148
1843,-1964
1844,-2451
1845,-2330
1846,-2203
1847,-1900
1848,-2283
1849,-2143
1850,-2224
1851,-2258
1852,-1785
1853,-2262
1854,-1789
1855,-2172
1856,-2112
1857,-2369
1858,-2374
1859,-2453
1860,-2487
1861,-2292
1862,-2032
1863,-2014
1864,-2162
1865,-1911
1866,-2153
1867,-2114
1868,-2422
1869,-2859
1870,-2188
1871,-2109
1872,-1981
1873,-2244
1874,-2427
1875,-2374
1876,-2499
1877,-2129
1878,-2165
1879,-2243
1880,-2632
1881,-2001
1882,-1807
1883,-2150
1884,-2685
1885,-2607
1886,-2428
1887,-2284
1888,-2122
1889,-2097
1890,-2340
1891,-2207
1892,-2276
1893,-2458
1894,-2079
1895,-2194
1896,-2381
1897,-2336
1898,-1984
1899,-2261
1900,-2317
1901,-2448
1902,-2845
1903,-2304
1904,-2166
1905,-2036
1906,-2101
1907,-2161
1908,-2362
1909,-2262
1910,-2828
1911,-2016
1912,-2310
1913,-2656
1914,-1943
1915,-2037
1916,-2619
1917,-2274
1918,-2485
1919,-2485
1920,-2790
1921,-2272
1922,-2185
1923,-2541
1924,-2170
1925,-2226
1926,-2334
1927,-1880
1928,-2663
1929,-2330
1930,-2760
1931,-2018
1932,-2237
1933,-2530
1934,-2648
1935,-2706
1936,-2191
1937,-2437
1938,-2231
1939,-2762
1940,-2201
1941,-2185
1942,-1991
1943,-2374
1944,-2377
1945,-3256
1946,-2259
1947,-2629
1948,-2652
1949,-2043
1950,-2625
1951,-2328
1952,-1753
1953,-2062
1954,-2220
1955,-2128
1956,-2382
1957,-2151
1958,-2145
1959,-2476
1960,-1992
1961,-2160
1962,-2277
1963,-2246
1964,-2006
1965,-2321
1966,-2271
1967,-2610
1968,-2243
1969,-2303
1970,-2032
1971,-2412
1972,-2956
1973,-2076
1974,-2008
1975,-2378
1976,-2149
1977,-2240
1978,-2389
1979,-2576
1980,-2153
1981,-2505
1982,-2081
1983,-2202
1984,-2378
1985,-2609
1986,-1940
1987,-2111
1988,-2126
1989,-2095
1990,-2396
1991,-2069
1992,-2733
1993,-2530
1994,-1911
1995,-2273
1996,-2123
1997,-1990
1998,-2378
1999,-2075
2000,-2412
2001,-2565
2002,-2294
2003,-1990
2004,-2065
2005,-2203
2006,-2247
2007,-2551
2008,-2362
2009,-2133
2010,-2125
2011,-2454
2012,-2056
2013,-2008
2014,-2372
2015,-2103
2016,-2361
2017,-2632
2018,-2210
2019,-2217
2020,-2171
2021,-2293
2022,-2181
2023,-2191
2024,-2643
2025,-2347
2026,-1980
2027,-2254
2028,-2217
2029,-2131
2030,-2537
2031,-2200
2032,-2991
2033,-2302
2034,-2184
2035,-1889
2036,-2139
2037,-2218
2038,-2375
2039,-2183
2040,-2199
2041,-1805
2042,-2350
2043,-2074
2044,-2238
2045,-1945
2046,-2397
2047,-2139
2048,-2056
2049,-2186
2050,-2128
2051,-1821
2052,-2231
2053,-2430
2054,-2005
2055,-2140
2056,-2452
2057,-1841
2058,-2160
2059,-2162
2060,-2193
2061,-2042
2062,-2316
2063,-2470
2064,-2131
2065,-2422
2066,-1879
2067,-2025
2068,-2111
2069,-2616
2070,-1948
2071,-2089
2072,-2252
2073,-2232
2074,-2241
2075,-2594
2076,-2503
2077,-2585
2078,-2212
2079,-2876
2080,-2350
2081,-2445
2082,-2563
2083,-2190
2084,-1859
2085,-2343
2086,-2430
2087,-2091
2088,-2111
2089,-2461
2090,-2304
2091,-2278
2092,-1994
2093,-3078
2094,-1985
2095,-2471
2096,-2490
2097,-2153
2098,-1909
2099,-2461
2100,-2297
2101,-2267
2102,-2545
2103,-1887
2104,-2291
2105,-2004
2106,-2211
2107,-2148
2108,-2251
2109,-2279
2110,-2365
2111,-2005
2112,-2701
2113,-3109
2114,-1995
2115,-2438
2116,-2054
2117,-2169
2118,-2479
2119,-2370
2120,-2621
2121,-2013
2122,-2452
2123,-2172
2124,-2649
2125,-2548
2126,-2506
2127,-3188
2128,-2090
2129,-2486
2130,-2154
2131,-2473
2132,-2114
2133,-2276
2134,-2261
2135,-2324
2136,-2406
2137,-2663
2138,-2682
