,reward
1989,-3263
1990,-3354
1991,-2252
1992,-2556
1993,-2609
1994,-2407
1995,-2897
1996,-2867
1997,-3201
1998,-2503
1999,-2722
2000,-2445
2001,-2149
2002,-2702
2003,-2521
2004,-3446
2005,-2065
2006,-3747
2007,-6552
2008,-2879
2009,-2995
2010,-2281
2011,-2373
2012,-2556
2013,-3051
2014,-2064
2015,-3635
2016,-2093
2017,-2914
2018,-2703
2019,-2139
2020,-2598
2021,-2532
2022,-2375
2023,-2256
2024,-2343
2025,-2815
2026,-2919
2027,-2907
2028,-2543
2029,-2218
2030,-3962
2031,-3904
2032,-2831
2033,-8831
2034,-2445
2035,-2510
2036,-2232
2037,-3289
2038,-2569
2039,-2580
2040,-3168
2041,-2349
2042,-3098
2043,-4634
2044,-2540
2045,-2101
2046,-2536
2047,-2644
2048,-2613
2049,-2128
2050,-2232
2051,-2215
2052,-2694
2053,-4004
2054,-2115
2055,-1953
2056,-2831
2057,-2122
2058,-2368
2059,-3750
2060,-2580
2061,-2795
2062,-2651
2063,-2181
2064,-4285
2065,-1974
2066,-3679
2067,-2390
2068,-2618
2069,-2241
2070,-2852
2071,-3137
2072,-2483
2073,-2354
2074,-3268
2075,-1796
2076,-3678
2077,-3422
2078,-2974
2079,-3420
2080,-2649
2081,-6334
2082,-2705
2083,-2707
2084,-2931
2085,-2368
2086,-2918
2087,-3679
2088,-2404
2089,-2675
2090,-9058
2091,-3653
2092,-3165
2093,-4039
2094,-2951
2095,-2747
2096,-2459
2097,-1603
2098,-5662
2099,-2327
2100,-2819
2101,-2491
2102,-2155
2103,-3488
2104,-2673
2105,-2873
2106,-2586
2107,-2576
2108,-2390
2109,-4866
2110,-2489
2111,-3332
2112,-2568
2113,-2155
2114,-2539
2115,-2831
2116,-2125
2117,-2306
2118,-5577
2119,-2360
2120,-2528
2121,-2459
2122,-2876
2123,-2255
2124,-4938
2125,-2753
2126,-3435
2127,-2957
2128,-3242
2129,-2251
2130,-7063
2131,-2628
2132,-2221
2133,-2621
2134,-2209
2135,-3633
2136,-2042
2137,-2498
2138,-2456
